ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentCategory
1300,6,11,14-04-2024,4,Customer support was very helpful.,Positive
1301,79,13,28-05-2025,4,"Great purchase, very satisfied.",Positive
1302,20,11,29-11-2023,3,"Good quality, but could be cheaper.",Neutral
1303,99,3,22-03-2024,4,Customer support was very helpful.,Positive
1304,77,15,09-05-2024,3,"Average experience, nothing special.",Neutral
1305,24,4,26-01-2025,1,The  product arrived late.,Negative
1306,89,1,03-09-2023,4,Customer support was very helpful.,Positive
1307,36,13,16-05-2024,3,"Average  experience, nothing special.",Neutral
1308,46,5,03-02-2025,4,"Great purchase,  very satisfied.",Positive
1309,53,8,12-10-2024,4,"I love this product,  will buy again!",Positive
1310,96,17,19-11-2025,3,"Good  quality, but could be cheaper.",Neutral
1311,71,13,29-01-2023,5,"Great purchase, very satisfied.",Positive
1312,11,18,16-05-2023,4,"Good quality, but could be cheaper.",Positive
1313,2,2,30-06-2025,5,The build quality  is impressive.,Positive
1314,63,2,17-03-2025,5,Amazing value for the price.,Positive
1315,85,14,28-05-2023,4,"I  love this product, will buy again!",Positive
1316,40,20,24-05-2025,2,"The product is okay, but the instructions were unclear.",Negative
1317,24,8,08-11-2025,1,The product arrived late.,Negative
1318,28,1,13-02-2024,3,"Average experience, nothing special.",Neutral
1319,84,6,20-07-2024,1,Product did not meet my  expectations.,Negative
1320,74,10,26-11-2024,1,I had a bad experience with this product.,Negative
1321,32,3,25-02-2025,2,The product arrived late.,Negative
1322,70,16,15-04-2024,1,Product did not meet my expectations.,Negative
1323,61,17,27-10-2025,1,Product did  not meet my expectations.,Negative
1324,36,10,27-12-2025,4,Customer support was very helpful.,Positive
1325,66,12,07-08-2024,3,"I love this product, will buy again!",Neutral
1326,69,4,09-06-2024,5,"Great purchase, very satisfied.",Positive
1327,37,9,20-05-2025,2,"Average experience, nothing special.",Negative
1328,97,11,23-12-2025,4,Customer support was very helpful.,Positive
1329,45,19,03-01-2024,2,Not worth the money.,Negative
1330,24,12,31-05-2025,2,Not worth the money.,Negative
1331,88,5,02-06-2025,4,The quality is top-notch.,Positive
1332,72,4,15-06-2024,5,Amazing value for the  price.,Positive
1333,6,3,06-12-2023,3,"The product is okay, but the instructions were unclear.",Neutral
1334,39,11,03-04-2025,4,"I love this product, will buy again!",Positive
1335,43,15,06-03-2025,4,The quality is top-notch.,Positive
1336,95,9,27-11-2023,1,"Not satisfied, the  product broke after a week.",Negative
1337,89,4,09-10-2023,3,"Average experience, nothing special.",Neutral
1338,44,13,01-02-2025,2,Disappointed with the performance.,Negative
1339,76,19,01-11-2024,5,The quality is top-notch.,Positive
1340,62,7,10-07-2025,3,Not worth  the money.,Neutral
1341,64,7,21-06-2023,2,"Average experience, nothing  special.",Negative
1342,91,1,03-06-2025,5,Customer support was very helpful.,Positive
1343,39,4,10-04-2025,5,The build quality is impressive.,Positive
1344,31,20,16-05-2025,5,The quality is top-notch.,Positive
1345,55,18,14-10-2023,5,"Excellent product, highly recommend!",Positive
1346,47,6,14-10-2024,2,The product arrived late.,Negative
1347,21,11,16-07-2025,4,Shipping was fast and the item was well-packaged.,Positive
1348,45,19,14-02-2024,5,"I love this product, will buy again!",Positive
1349,22,10,11-04-2025,4,Five stars for the quick delivery.,Positive
1350,69,9,01-02-2024,3,"The product is okay, but the instructions were unclear.",Neutral
1351,30,20,23-07-2023,1,"Not satisfied, the product broke  after a week.",Negative
1352,50,14,25-06-2025,5,The quality is  top-notch.,Positive
1353,34,5,30-06-2024,5,The quality is top-notch.,Positive
1354,53,8,08-05-2024,5,"Excellent  product, highly recommend!",Positive
1355,9,20,29-05-2025,5,Customer support was very helpful.,Positive
1356,14,15,18-04-2025,4,The quality is top-notch.,Positive
1357,23,17,03-01-2024,1,"Terrible  customer service, would not buy again.",Negative
1358,90,10,16-01-2024,3,Not worth  the money.,Neutral
1359,28,4,25-05-2023,3,Not worth the money.,Neutral
1360,58,12,13-11-2023,2,"Average  experience, nothing special.",Negative
1361,96,15,07-03-2023,5,Customer support was very helpful.,Positive
1362,99,2,03-12-2025,1,Product did not meet my expectations.,Negative
1363,16,4,16-07-2024,2,The product arrived late.,Negative
